,country_region_code,country_region,sub_region_1,sub_region_2,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
611149,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-02,-15.0,-8.0,-19.0,-38.0,-20.0,5.0
611150,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-03,-11.0,-9.0,-18.0,-41.0,-18.0,4.0
611151,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-04,-5.0,4.0,-23.0,-46.0,-36.0,10.0
611152,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-05,-11.0,1.0,-20.0,-48.0,-37.0,10.0
611153,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-06,-11.0,1.0,-21.0,-45.0,-36.0,11.0
611154,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-07,-13.0,2.0,-21.0,-45.0,-35.0,10.0
611155,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-08,-26.0,30.0,-53.0,-53.0,-38.0,15.0
611156,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-09,-74.0,-52.0,-73.0,-77.0,-47.0,24.0
611157,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-10,-67.0,-47.0,-61.0,-77.0,-50.0,19.0
611158,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-11,-51.0,-29.0,-43.0,-75.0,-58.0,24.0
611159,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-12,-17.0,1.0,-8.0,-50.0,-28.0,9.0
611160,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-13,-18.0,-5.0,-9.0,-49.0,-29.0,10.0
611161,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-14,-21.0,-6.0,-14.0,-49.0,-29.0,9.0
611162,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-15,-19.0,-8.0,-21.0,-48.0,-27.0,8.0
611163,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-16,-19.0,-12.0,-33.0,-45.0,-11.0,4.0
611164,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-17,-15.0,-12.0,-18.0,-47.0,-19.0,3.0
611165,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-18,-20.0,-13.0,-42.0,-48.0,-23.0,8.0
611166,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-19,-17.0,-6.0,-14.0,-48.0,-24.0,8.0
611167,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-20,-17.0,-9.0,-13.0,-46.0,-23.0,8.0
611168,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-21,-18.0,-8.0,-15.0,-46.0,-22.0,7.0
611169,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-22,-13.0,-5.0,-20.0,-44.0,-20.0,6.0
611170,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-23,-12.0,-8.0,-16.0,-40.0,-8.0,1.0
611171,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-24,-13.0,-14.0,-19.0,-48.0,-16.0,1.0
611172,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-25,-4.0,5.0,-20.0,-50.0,-34.0,7.0
611173,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-26,-29.0,-19.0,21.0,-68.0,-77.0,17.0
611174,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-27,-16.0,-4.0,-20.0,-41.0,-18.0,6.0
611175,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-28,-18.0,-6.0,-19.0,-39.0,-15.0,5.0
611176,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-29,-12.0,-6.0,-19.0,-37.0,-11.0,4.0
611177,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-30,-8.0,-5.0,-7.0,-39.0,-4.0,3.0
611178,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-31,-9.0,-5.0,-20.0,-45.0,-15.0,3.0
611179,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-01,-14.0,-6.0,-18.0,-38.0,-12.0,4.0
611180,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-02,-19.0,-10.0,-41.0,-42.0,-15.0,6.0
611181,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-03,-14.0,-6.0,-11.0,-36.0,-14.0,5.0
611182,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-04,-15.0,-6.0,-14.0,-37.0,-14.0,4.0
611183,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-05,-11.0,-5.0,-15.0,-37.0,-12.0,4.0
611184,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-06,-6.0,-4.0,-6.0,-36.0,-5.0,2.0
611185,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-07,-8.0,-5.0,-18.0,-41.0,-14.0,2.0
611186,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-08,-14.0,-6.0,-21.0,-37.0,-13.0,4.0
611187,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-09,-13.0,-5.0,-10.0,-38.0,-13.0,4.0
611188,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-10,-12.0,-5.0,-10.0,-35.0,-13.0,5.0
611189,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-11,-12.0,-3.0,-13.0,-35.0,-13.0,4.0
611190,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-12,-8.0,-2.0,-16.0,-34.0,-11.0,4.0
611191,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-13,-2.0,0.0,-8.0,-35.0,-6.0,2.0
611192,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-14,3.0,1.0,-21.0,-38.0,-11.0,3.0
611193,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-15,-11.0,-4.0,-18.0,-35.0,-11.0,4.0
611194,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-16,-13.0,-5.0,-23.0,-37.0,-12.0,5.0
611195,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-17,-11.0,-2.0,-14.0,-34.0,-13.0,5.0
611196,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-18,-13.0,-4.0,-35.0,-35.0,-12.0,5.0
611197,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-19,-8.0,-2.0,-28.0,-33.0,-10.0,4.0
611198,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-20,-1.0,1.0,-6.0,-33.0,-5.0,3.0
611199,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-21,-4.0,-1.0,-17.0,-39.0,-14.0,2.0
611200,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-22,-12.0,-3.0,-25.0,-35.0,-10.0,4.0
611201,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-23,-14.0,-5.0,-24.0,-37.0,-11.0,5.0
611202,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-24,-10.0,-1.0,-15.0,-33.0,-12.0,5.0
611203,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-25,-12.0,-1.0,-19.0,-33.0,-12.0,4.0
611204,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-26,-5.0,0.0,-15.0,-31.0,-9.0,3.0
611205,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-27,-2.0,1.0,-3.0,-34.0,-5.0,2.0
611206,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-02-28,-3.0,0.0,-18.0,-38.0,-14.0,2.0
611207,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-01,-11.0,-2.0,-24.0,-34.0,-10.0,5.0
611208,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-02,-12.0,-3.0,-23.0,-34.0,-11.0,4.0
611209,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-03,-11.0,0.0,-21.0,-30.0,-13.0,5.0
611210,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-04,-11.0,1.0,-15.0,-30.0,-12.0,4.0
611211,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-05,-7.0,1.0,-14.0,-30.0,-10.0,4.0
611212,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-06,-1.0,3.0,-1.0,-33.0,-5.0,2.0
611213,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-07,-2.0,2.0,-7.0,-34.0,-15.0,2.0
611214,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-08,-11.0,-2.0,-28.0,-32.0,-10.0,5.0
611215,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-09,-11.0,0.0,-15.0,-33.0,-12.0,5.0
611216,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-10,-10.0,-2.0,-13.0,-29.0,-12.0,5.0
611217,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-11,-11.0,-2.0,-24.0,-29.0,-11.0,4.0
611218,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-12,-4.0,1.0,-15.0,-26.0,-9.0,3.0
611219,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-13,-1.0,2.0,-1.0,-33.0,-6.0,2.0
611220,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-14,-4.0,-1.0,-9.0,-36.0,-15.0,2.0
611221,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-15,-11.0,-3.0,-45.0,-32.0,-10.0,5.0
611222,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-16,-12.0,-2.0,-37.0,-32.0,-11.0,5.0
611223,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-17,-13.0,-4.0,-48.0,-32.0,-13.0,7.0
611224,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-18,-10.0,1.0,-23.0,-28.0,-11.0,4.0
611225,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-19,-5.0,1.0,-17.0,-28.0,-9.0,4.0
611226,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-20,5.0,3.0,-20.0,-28.0,-6.0,3.0
611227,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-21,-4.0,-3.0,-51.0,-38.0,-17.0,5.0
611228,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-22,-15.0,-4.0,-56.0,-35.0,-11.0,7.0
611229,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-23,-16.0,-4.0,-48.0,-38.0,-14.0,8.0
611230,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-24,-9.0,2.0,-19.0,-28.0,-11.0,5.0
611231,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-25,-9.0,2.0,-14.0,-26.0,-10.0,3.0
611232,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-26,-6.0,5.0,-14.0,-26.0,-8.0,3.0
611233,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-27,-1.0,1.0,2.0,-29.0,-7.0,3.0
611234,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-28,-5.0,0.0,-2.0,-37.0,-16.0,3.0
611235,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-29,-15.0,15.0,-37.0,-37.0,-12.0,7.0
611236,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-30,-53.0,-25.0,-41.0,-72.0,-50.0,23.0
611237,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-03-31,-46.0,-15.0,-35.0,-70.0,-51.0,24.0
611238,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-01,-24.0,14.0,-36.0,-62.0,-46.0,17.0
611239,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-02,-60.0,-61.0,0.0,-72.0,-82.0,23.0
611240,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-03,-18.0,6.0,-39.0,-52.0,-24.0,6.0
611241,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-04,-32.0,-26.0,-67.0,-62.0,-30.0,4.0
611242,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-05,-23.0,-12.0,-52.0,-71.0,-78.0,21.0
611243,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-06,-15.0,2.0,-51.0,-48.0,-29.0,10.0
611244,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-07,-11.0,0.0,-25.0,-42.0,-27.0,9.0
611245,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-08,-13.0,-1.0,-10.0,-41.0,-25.0,7.0
611246,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-09,-11.0,-1.0,-15.0,-40.0,-23.0,7.0
611247,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-10,-7.0,-4.0,-3.0,-34.0,-9.0,2.0
611248,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-11,-8.0,-5.0,-7.0,-38.0,-19.0,2.0
611249,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-12,-9.0,-2.0,-14.0,-37.0,-20.0,6.0
611250,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-13,-10.0,-1.0,-6.0,-38.0,-20.0,6.0
611251,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-14,-9.0,-1.0,-7.0,-34.0,-22.0,7.0
611252,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-15,-6.0,0.0,-9.0,-32.0,-20.0,5.0
611253,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-16,-5.0,1.0,-9.0,-33.0,-19.0,6.0
611254,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-17,1.0,1.0,-7.0,-31.0,-7.0,2.0
611255,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-18,0.0,2.0,1.0,-34.0,-16.0,2.0
611256,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-19,-9.0,-1.0,-18.0,-29.0,-7.0,4.0
611257,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-20,-9.0,-1.0,-7.0,-29.0,-8.0,4.0
611258,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-21,-8.0,-1.0,-6.0,-26.0,-10.0,4.0
611259,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-22,-9.0,1.0,-14.0,-26.0,-9.0,3.0
611260,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-23,-4.0,3.0,-10.0,-25.0,-8.0,3.0
611261,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-24,1.0,7.0,11.0,-28.0,-6.0,1.0
611262,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-25,-23.0,-47.0,19.0,-31.0,-31.0,2.0
611263,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-26,-7.0,11.0,15.0,-59.0,-76.0,16.0
611264,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-27,-10.0,7.0,-11.0,-31.0,-8.0,4.0
611265,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-28,-9.0,1.0,-14.0,-27.0,-10.0,5.0
611266,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-29,-8.0,2.0,-13.0,-26.0,-9.0,3.0
611267,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-04-30,-4.0,3.0,-28.0,-24.0,-8.0,4.0
611268,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-01,0.0,3.0,-26.0,-29.0,-7.0,3.0
611269,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-02,4.0,2.0,-21.0,-32.0,-17.0,2.0
611270,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-03,-31.0,-47.0,28.0,-61.0,-78.0,18.0
611271,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-04,-4.0,21.0,-14.0,-29.0,-8.0,3.0
611272,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-05,-10.0,1.0,-40.0,-29.0,-10.0,6.0
611273,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-06,-6.0,6.0,-15.0,-25.0,-8.0,3.0
611274,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-07,-2.0,6.0,-11.0,-25.0,-5.0,3.0
611275,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-08,10.0,13.0,11.0,-21.0,-2.0,1.0
611276,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-09,8.0,4.0,9.0,-27.0,-14.0,0.0
611277,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-10,-8.0,2.0,-18.0,-29.0,-7.0,4.0
611278,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-11,-8.0,3.0,-9.0,-29.0,-7.0,4.0
611279,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-12,-9.0,0.0,-34.0,-25.0,-10.0,6.0
611280,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-13,-4.0,6.0,-12.0,-23.0,-8.0,4.0
611281,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-14,5.0,7.0,-9.0,-17.0,-8.0,3.0
611282,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-15,10.0,6.0,15.0,-19.0,-5.0,1.0
611283,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-16,9.0,6.0,4.0,-19.0,-15.0,2.0
611284,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-17,-6.0,3.0,-19.0,-27.0,-6.0,5.0
611285,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-18,-7.0,5.0,-11.0,-30.0,-7.0,4.0
611286,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-19,-6.0,3.0,-13.0,-27.0,-9.0,5.0
611287,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-20,-6.0,3.0,-9.0,-31.0,-7.0,4.0
611288,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-21,0.0,5.0,-11.0,-26.0,-5.0,3.0
611289,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-22,5.0,7.0,12.0,-33.0,-1.0,2.0
611290,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-23,0.0,4.0,5.0,-36.0,-15.0,2.0
611291,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-24,-8.0,1.0,-18.0,-31.0,-6.0,5.0
611292,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-25,-9.0,2.0,-8.0,-33.0,-6.0,5.0
611293,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-26,-6.0,3.0,3.0,-29.0,-8.0,5.0
611294,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-27,-5.0,4.0,-10.0,-28.0,-6.0,4.0
611295,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-28,-2.0,5.0,-11.0,-30.0,-4.0,4.0
611296,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-29,4.0,7.0,15.0,-39.0,1.0,2.0
611297,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-30,0.0,5.0,4.0,-42.0,-13.0,3.0
611298,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-05-31,-7.0,4.0,-18.0,-34.0,-4.0,5.0
611299,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-01,-7.0,4.0,-7.0,-36.0,-6.0,5.0
611300,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-02,-6.0,5.0,-7.0,-32.0,-9.0,6.0
611301,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-03,-9.0,3.0,-31.0,-34.0,-6.0,5.0
611302,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-04,-1.0,7.0,-15.0,-29.0,-3.0,4.0
611303,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-05,4.0,8.0,15.0,-41.0,1.0,2.0
611304,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-06,2.0,6.0,10.0,-38.0,-12.0,3.0
611305,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-07,-7.0,3.0,-19.0,-35.0,-4.0,5.0
611306,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-08,-8.0,4.0,-11.0,-37.0,-6.0,5.0
611307,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-09,-8.0,7.0,-28.0,-36.0,-9.0,6.0
611308,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-10,-8.0,6.0,-16.0,-34.0,-6.0,5.0
611309,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-11,-3.0,9.0,-17.0,-32.0,-4.0,5.0
611310,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-12,4.0,10.0,9.0,-38.0,0.0,3.0
611311,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-13,2.0,6.0,8.0,-39.0,-13.0,3.0
611312,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-06-14,-7.0,6.0,-19.0,-34.0,-6.0,5.0
